"","country","sex","field.of.education","level.of.education","year","value","flag.codes","flags"
"2860","Ireland","M","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,972,"",""
"2861","Ireland","F","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2013,NA,"x","Data included in another category"
"2862","Ireland","F","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2014,64,"",""
"2863","Ireland","F","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2015,105,"",""
"2864","Ireland","F","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2016,124,"",""
"2865","Ireland","F","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2017,151,"",""
"2866","Ireland","M","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2013,NA,"x","Data included in another category"
"2867","Ireland","M","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2014,176,"",""
"2868","Ireland","M","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2015,202,"",""
"2869","Ireland","M","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2016,226,"",""
"2870","Ireland","M","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2017,257,"",""
"2871","Ireland","F","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2013,NA,"x","Data included in another category"
"2872","Ireland","F","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2014,56,"",""
"2873","Ireland","F","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2015,116,"",""
"2874","Ireland","F","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2016,159,"",""
"2875","Ireland","F","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2017,168,"",""
"2876","Ireland","M","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2013,NA,"x","Data included in another category"
"2877","Ireland","M","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2014,208,"",""
"2878","Ireland","M","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2015,300,"",""
"2879","Ireland","M","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2016,330,"",""
"2880","Ireland","M","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2017,360,"",""
"2881","Italy","F","Natural sciences, mathematics and statistics","Total tertiary education (ISCED2011 levels 5 to 8)",2013,81693,"",""
"2882","Italy","F","Natural sciences, mathematics and statistics","Total tertiary education (ISCED2011 levels 5 to 8)",2014,77741,"",""
"2883","Italy","F","Natural sciences, mathematics and statistics","Total tertiary education (ISCED2011 levels 5 to 8)",2015,77138,"",""
"2884","Italy","F","Natural sciences, mathematics and statistics","Total tertiary education (ISCED2011 levels 5 to 8)",2016,79164,"",""
"2885","Italy","F","Natural sciences, mathematics and statistics","Total tertiary education (ISCED2011 levels 5 to 8)",2017,80761,"",""
"2886","Italy","M","Natural sciences, mathematics and statistics","Total tertiary education (ISCED2011 levels 5 to 8)",2013,59611,"",""
"2887","Italy","M","Natural sciences, mathematics and statistics","Total tertiary education (ISCED2011 levels 5 to 8)",2014,57609,"",""
"2888","Italy","M","Natural sciences, mathematics and statistics","Total tertiary education (ISCED2011 levels 5 to 8)",2015,57378,"",""
"2889","Italy","M","Natural sciences, mathematics and statistics","Total tertiary education (ISCED2011 levels 5 to 8)",2016,60197,"",""
"2890","Italy","M","Natural sciences, mathematics and statistics","Total tertiary education (ISCED2011 levels 5 to 8)",2017,62398,"",""
"2891","Italy","F","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2013,59701,"",""
"2892","Italy","F","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2014,56167,"",""
"2893","Italy","F","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2015,54219,"",""
"2894","Italy","F","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2016,55293,"",""
"2895","Italy","F","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,57159,"",""
"2896","Italy","M","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2013,42171,"",""
"2897","Italy","M","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2014,40516,"",""
"2898","Italy","M","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2015,40756,"",""
"2899","Italy","M","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2016,42069,"",""
"2900","Italy","M","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,43998,"",""
"2901","Italy","F","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2013,17671,"",""
"2902","Italy","F","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2014,17404,"",""
"2903","Italy","F","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2015,19139,"",""
"2904","Italy","F","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2016,20153,"",""
"2905","Italy","F","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2017,20292,"",""
"2906","Italy","M","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2013,13385,"",""
"2907","Italy","M","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2014,13263,"",""
"2908","Italy","M","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2015,12909,"",""
"2909","Italy","M","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2016,13946,"",""
"2910","Italy","M","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2017,14481,"",""
"2911","Italy","F","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2013,4301,"",""
"2912","Italy","F","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2014,4170,"",""
"2913","Italy","F","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2015,3780,"",""
"2914","Italy","F","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2016,3547,"",""
"2915","Italy","F","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2017,3039,"",""
"2916","Italy","M","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2013,4011,"",""
"2917","Italy","M","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2014,3830,"",""
"2918","Italy","M","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2015,3713,"",""
"2919","Italy","M","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2016,3795,"",""
"2920","Italy","M","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2017,3298,"",""
"2921","Italy","F","Information and Communication Technologies","Total tertiary education (ISCED2011 levels 5 to 8)",2013,3645,"",""
"2922","Italy","F","Information and Communication Technologies","Total tertiary education (ISCED2011 levels 5 to 8)",2014,3526,"",""
"2923","Italy","F","Information and Communication Technologies","Total tertiary education (ISCED2011 levels 5 to 8)",2015,14284,"",""
"2924","Italy","F","Information and Communication Technologies","Total tertiary education (ISCED2011 levels 5 to 8)",2016,3550,"",""
"2925","Italy","F","Information and Communication Technologies","Total tertiary education (ISCED2011 levels 5 to 8)",2017,4078,"",""
"2926","Italy","M","Information and Communication Technologies","Total tertiary education (ISCED2011 levels 5 to 8)",2013,22164,"",""
"2927","Italy","M","Information and Communication Technologies","Total tertiary education (ISCED2011 levels 5 to 8)",2014,21754,"",""
"2928","Italy","M","Information and Communication Technologies","Total tertiary education (ISCED2011 levels 5 to 8)",2015,67249,"",""
"2929","Italy","M","Information and Communication Technologies","Total tertiary education (ISCED2011 levels 5 to 8)",2016,23998,"",""
"2930","Italy","M","Information and Communication Technologies","Total tertiary education (ISCED2011 levels 5 to 8)",2017,26234,"",""
"2931","Italy","F","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2013,2706,"",""
"2932","Italy","F","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2014,2734,"",""
"2933","Italy","F","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2015,12748,"",""
"2934","Italy","F","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2016,2831,"",""
"2935","Italy","F","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,3132,"",""
"2936","Italy","M","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2013,18269,"",""
"2937","Italy","M","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2014,18601,"",""
"2938","Italy","M","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2015,58925,"",""
"2939","Italy","M","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2016,20548,"",""
"2940","Italy","M","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,22119,"",""
"2941","Italy","F","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2013,785,"",""
"2942","Italy","F","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2014,676,"",""
"2943","Italy","F","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2015,1286,"",""
"2944","Italy","F","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2016,543,"",""
"2945","Italy","F","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2017,608,"",""
"2946","Italy","M","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2013,3094,"",""
"2947","Italy","M","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2014,2801,"",""
"2948","Italy","M","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2015,7565,"",""
"2949","Italy","M","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2016,2600,"",""
"2950","Italy","M","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2017,2827,"",""
"2951","Italy","F","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2013,129,"",""
"2952","Italy","F","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2014,116,"",""
