"","country","sex","field","level.of.education","year","percent","flags"
"2819","United States","F","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,9.353,""
"2820","United States","M","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,10.54,""
"2821","United States","T","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2017,4.03,""
"2822","United States","F","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2017,3.436,""
"2823","United States","M","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2017,4.878,""
"2824","United States","T","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2017,23.556,""
"2825","United States","F","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2017,19.86,""
"2826","United States","M","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2017,27.285,""
"2827","United States","T","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,3.917,""
"2828","United States","F","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,1.385,""
"2829","United States","M","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,7.307,""
"2830","United States","T","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2017,5.181,""
"2831","United States","F","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2017,2.747,""
"2832","United States","M","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2017,8.655,""
"2833","United States","T","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2017,2.752,""
"2834","United States","F","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2017,1.231,""
"2835","United States","M","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2017,4.286,""
"2836","United States","T","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,7.184,""
"2837","United States","F","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,2.756,""
"2838","United States","M","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,13.115,""
"2839","United States","T","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2017,7.456,""
"2840","United States","F","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2017,3.523,""
"2841","United States","M","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2017,13.069,""
"2842","United States","T","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2017,15.197,""
"2843","United States","F","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2017,7.341,""
"2844","United States","M","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2017,23.12,""
"2845","United States","T","Agriculture, forestry, fisheries and veterinary","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,1.08,""
"2846","United States","F","Agriculture, forestry, fisheries and veterinary","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,1.015,""
"2847","United States","M","Agriculture, forestry, fisheries and veterinary","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,1.166,""
"2848","United States","T","Agriculture, forestry, fisheries and veterinary","Master’s or equivalent level (ISCED2011 level 7)",2017,0.696,""
"2849","United States","F","Agriculture, forestry, fisheries and veterinary","Master’s or equivalent level (ISCED2011 level 7)",2017,0.788,""
"2850","United States","M","Agriculture, forestry, fisheries and veterinary","Master’s or equivalent level (ISCED2011 level 7)",2017,0.564,""
"2851","United States","T","Agriculture, forestry, fisheries and veterinary","Doctoral or equivalent level  (ISCED2011 level 8)",2017,1.455,""
"2852","United States","F","Agriculture, forestry, fisheries and veterinary","Doctoral or equivalent level  (ISCED2011 level 8)",2017,1.301,""
"2853","United States","M","Agriculture, forestry, fisheries and veterinary","Doctoral or equivalent level  (ISCED2011 level 8)",2017,1.612,""
"2854","United States","T","Health and welfare","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,13.864,""
"2855","United States","F","Health and welfare","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,20.548,""
"2856","United States","M","Health and welfare","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,4.912,""
"2857","United States","T","Health and welfare","Master’s or equivalent level (ISCED2011 level 7)",2017,22.831,""
"2858","United States","F","Health and welfare","Master’s or equivalent level (ISCED2011 level 7)",2017,28.722,""
"2859","United States","M","Health and welfare","Master’s or equivalent level (ISCED2011 level 7)",2017,14.425,""
"2860","United States","T","Health and welfare","Doctoral or equivalent level  (ISCED2011 level 8)",2017,9.349,""
"2861","United States","F","Health and welfare","Doctoral or equivalent level  (ISCED2011 level 8)",2017,13.659,""
"2862","United States","M","Health and welfare","Doctoral or equivalent level  (ISCED2011 level 8)",2017,5.002,""
"2863","United States","T","Services","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,7.459,""
"2864","United States","F","Services","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,6.664,""
"2865","United States","M","Services","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,8.525,""
"2866","United States","T","Services","Master’s or equivalent level (ISCED2011 level 7)",2017,3.338,""
"2867","United States","F","Services","Master’s or equivalent level (ISCED2011 level 7)",2017,3.273,""
"2868","United States","M","Services","Master’s or equivalent level (ISCED2011 level 7)",2017,3.431,""
"2869","United States","T","Services","Doctoral or equivalent level  (ISCED2011 level 8)",2017,1.071,""
"2870","United States","F","Services","Doctoral or equivalent level  (ISCED2011 level 8)",2017,1.214,""
"2871","United States","M","Services","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0.927,""
"2872","Brazil","T","Generic programmes and qualifications","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0,""
"2873","Brazil","F","Generic programmes and qualifications","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0,""
"2874","Brazil","M","Generic programmes and qualifications","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0,""
"2875","Brazil","T","Generic programmes and qualifications","Master’s or equivalent level (ISCED2011 level 7)",2017,0,""
"2876","Brazil","F","Generic programmes and qualifications","Master’s or equivalent level (ISCED2011 level 7)",2017,0,""
"2877","Brazil","M","Generic programmes and qualifications","Master’s or equivalent level (ISCED2011 level 7)",2017,0,""
"2878","Brazil","T","Generic programmes and qualifications","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"2879","Brazil","F","Generic programmes and qualifications","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"2880","Brazil","M","Generic programmes and qualifications","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"2881","Brazil","T","Education","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,21.119,""
"2882","Brazil","F","Education","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,26.068,""
"2883","Brazil","M","Education","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,13.352,""
"2884","Brazil","T","Education","Master’s or equivalent level (ISCED2011 level 7)",2017,9.703,""
"2885","Brazil","F","Education","Master’s or equivalent level (ISCED2011 level 7)",2017,12.18,""
"2886","Brazil","M","Education","Master’s or equivalent level (ISCED2011 level 7)",2017,6.582,""
"2887","Brazil","T","Education","Doctoral or equivalent level  (ISCED2011 level 8)",2017,7.617,""
"2888","Brazil","F","Education","Doctoral or equivalent level  (ISCED2011 level 8)",2017,9.597,""
"2889","Brazil","M","Education","Doctoral or equivalent level  (ISCED2011 level 8)",2017,5.256,""
"2890","Brazil","T","Arts and humanities","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,2.688,""
"2891","Brazil","F","Arts and humanities","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,2.433,""
"2892","Brazil","M","Arts and humanities","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,3.089,""
"2893","Brazil","T","Arts and humanities","Master’s or equivalent level (ISCED2011 level 7)",2017,10.964,""
"2894","Brazil","F","Arts and humanities","Master’s or equivalent level (ISCED2011 level 7)",2017,11.002,""
"2895","Brazil","M","Arts and humanities","Master’s or equivalent level (ISCED2011 level 7)",2017,10.917,""
"2896","Brazil","T","Arts and humanities","Doctoral or equivalent level  (ISCED2011 level 8)",2017,11.477,""
"2897","Brazil","F","Arts and humanities","Doctoral or equivalent level  (ISCED2011 level 8)",2017,10.924,""
"2898","Brazil","M","Arts and humanities","Doctoral or equivalent level  (ISCED2011 level 8)",2017,12.136,""
"2899","Brazil","T","Social sciences, journalism and information","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,4.47,""
"2900","Brazil","F","Social sciences, journalism and information","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,5.312,""
"2901","Brazil","M","Social sciences, journalism and information","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,3.149,""
"2902","Brazil","T","Social sciences, journalism and information","Master’s or equivalent level (ISCED2011 level 7)",2017,7.554,""
"2903","Brazil","F","Social sciences, journalism and information","Master’s or equivalent level (ISCED2011 level 7)",2017,7.678,""
"2904","Brazil","M","Social sciences, journalism and information","Master’s or equivalent level (ISCED2011 level 7)",2017,7.399,""
"2905","Brazil","T","Social sciences, journalism and information","Doctoral or equivalent level  (ISCED2011 level 8)",2017,7.497,""
"2906","Brazil","F","Social sciences, journalism and information","Doctoral or equivalent level  (ISCED2011 level 8)",2017,7.776,""
"2907","Brazil","M","Social sciences, journalism and information","Doctoral or equivalent level  (ISCED2011 level 8)",2017,7.164,""
"2908","Brazil","T","Business, administration and law","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,35.235,""
"2909","Brazil","F","Business, administration and law","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,33.565,""
"2910","Brazil","M","Business, administration and law","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,37.858,""
"2911","Brazil","T","Business, administration and law","Master’s or equivalent level (ISCED2011 level 7)",2017,9.204,""
"2912","Brazil","F","Business, administration and law","Master’s or equivalent level (ISCED2011 level 7)",2017,7.422,""
"2913","Brazil","M","Business, administration and law","Master’s or equivalent level (ISCED2011 level 7)",2017,11.448,""
"2914","Brazil","T","Business, administration and law","Doctoral or equivalent level  (ISCED2011 level 8)",2017,5.169,""
"2915","Brazil","F","Business, administration and law","Doctoral or equivalent level  (ISCED2011 level 8)",2017,4.118,""
"2916","Brazil","M","Business, administration and law","Doctoral or equivalent level  (ISCED2011 level 8)",2017,6.423,""
"2917","Brazil","T","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,2.157,""
"2918","Brazil","F","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,2.246,""
"2919","Brazil","M","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,2.017,""
"2920","Brazil","T","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2017,11.264,""
"2921","Brazil","F","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2017,10.074,""
"2922","Brazil","M","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2017,12.764,""
"2923","Brazil","T","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2017,15.197,""
"2924","Brazil","F","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2017,14.055,""
